,theta_grid_EB_misspec_e_location_scale,theta_grid_EB_NPMLEinit_e_location_scale,theta_grid_NPMLE_e_location_scale,pi_hat_EB_misspec_e_location_scale,pi_hat_EB_NPMLEinit_e_location_scale,pi_hat_NPMLE_e_location_scale,theta_grid_EB_misspec_e_median_scale,theta_grid_EB_NPMLEinit_e_median_scale,theta_grid_NPMLE_e_median_scale,pi_hat_EB_misspec_e_median_scale,pi_hat_EB_NPMLEinit_e_median_scale,pi_hat_NPMLE_e_median_scale,theta_grid_EB_misspec_e_location_IQR,theta_grid_EB_NPMLEinit_e_location_IQR,theta_grid_NPMLE_e_location_IQR,pi_hat_EB_misspec_e_location_IQR,pi_hat_EB_NPMLEinit_e_location_IQR,pi_hat_NPMLE_e_location_IQR,theta_grid_EB_misspec_e_median_IQR,theta_grid_EB_NPMLEinit_e_median_IQR,theta_grid_NPMLE_e_median_IQR,pi_hat_EB_misspec_e_median_IQR,pi_hat_EB_NPMLEinit_e_median_IQR,pi_hat_NPMLE_e_median_IQR
49,0.10079013,-0.6081878,-0.16168717495106089,0.0007170005,0.0,0.0,0.007085001,-0.607734,-0.16168717495106089,0.0006451373,0.0,0.0,0.103121325,0.28757858,-0.16168717495106089,0.00044846014,0.0,0.0,0.012663157,-0.61120635,-0.16168717495106089,0.00028696662,0.0,0.0
50,0.12495503,-0.5557563,-0.08491483090365426,0.0008235062,0.0,0.0,0.0525545,-0.5553694,-0.08491483090365426,0.00073198683,0.0,0.0,0.12667874,0.2949875,-0.08491483090365426,0.00050271465,0.0,0.0,0.048108827,-0.55813056,-0.08491483090365426,0.00031540255,0.0,0.0
51,0.14462116,-0.50332475,-0.008142486856248077,0.000945393,0.0,0.0,0.08709388,-0.5030048,-0.008142486856248077,0.00083744776,0.0,0.0,0.14621787,0.30239645,-0.008142486856248077,0.0005639141,0.0,0.0,0.07734616,-0.5050548,-0.008142486856248077,0.0003487599,0.0,0.0
52,0.1609244,-0.45089298,0.06862985719115855,0.0010840364,0.0,0.0,0.113944925,-0.45064017,0.06862985719115855,0.0009611298,0.0,0.0,0.1626666,0.3098055,0.06862985719115855,0.000632469,0.0,0.0,0.10169148,-0.45197886,0.06862985719115855,0.00038705172,0.0,0.0
53,0.17465347,-0.39846146,0.14540220123856518,0.0012413121,0.0,0.0,0.1353317,-0.39827532,0.14540220123856518,0.0011037582,0.0,0.0,0.17669594,0.31721446,0.14540220123856518,0.00070897816,0.0,0.0,0.12218992,-0.39890307,0.14540220123856518,0.00043047126,0.0,0.0
54,0.18636674,-0.34602994,0.2221745452859718,0.001419626,0.0,0.0,0.15274477,-0.3459107,0.2221745452859718,0.0012668893,0.0,0.0,0.18879575,0.3246234,0.2221745452859718,0.0007942205,0.0,0.0,0.1396425,-0.3458273,0.2221745452859718,0.0004793727,0.0,0.0
55,0.19646677,-0.2935984,0.29894688933337843,0.0016220742,0.0,0.0,0.16719072,-0.29354608,0.29894688933337843,0.001452806,0.0,0.0,0.19932911,0.33203235,0.29894688933337843,0.0008891998,0.0,0.0,0.15465519,-0.29275152,0.29894688933337843,0.0005342804,0.0,0.0
56,0.20524947,-0.24116711,0.37571923338078506,0.0018526877,0.0,0.0,0.1793637,-0.24118146,0.37571923338078506,0.0016645675,0.0,0.0,0.20856798,0.33944127,0.37571923338078506,0.0009952289,0.0,0.0,0.16768742,-0.23967573,0.37571923338078506,0.00059591804,0.0,0.0
57,0.21293539,-0.18873557,0.4524915774281908,0.0021169367,0.0,0.0,0.18975304,-0.18881662,0.4524915774281908,0.0019061904,0.0,0.0,0.21671858,0.34685034,0.4524915774281908,0.001114085,0.0,0.0,0.17908959,-0.18659995,0.4524915774281908,0.0006652712,0.0,0.0
58,0.21969107,-0.13630405,0.5292639214755974,0.0024226317,0.0,0.0,0.19871123,-0.136452,0.5292639214755974,0.0021830408,0.0,0.0,0.22393844,0.35425916,0.5292639214755974,0.001248283,0.0,0.0,0.1891292,-0.13352416,0.5292639214755974,0.000743709,0.0,0.0
59,0.2256428,-0.08387275,0.606036265523004,0.0027817562,0.0,0.0,0.20649673,-0.08408738,0.606036265523004,0.0025024724,0.0,0.0,0.23034793,0.36166823,0.606036265523004,0.001401621,0.0,0.0,0.19801407,-0.08044838,0.606036265523004,0.00083317986,0.0,0.0
60,0.23088688,-0.03144122,0.6828086095704107,0.003213827,0.0,0.0,0.21330228,-0.03172276,0.6828086095704107,0.0028751327,0.0,0.0,0.23603863,0.3690773,0.6828086095704107,0.0015802449,0.0,0.0,0.20590441,-0.0273726,0.6828086095704107,0.0009365853,0.0,0.0
61,0.23549542,0.02099008,0.7595809536178173,0.0037536789,0.0,0.0,0.21927208,0.020641856,0.7595809536178173,0.0033172485,0.0,0.0,0.2410787,0.37648612,0.7595809536178173,0.0017948151,0.0,0.0,0.21292467,0.025703182,0.7595809536178173,0.0010584474,0.0,0.0
62,0.23952113,0.073421605,0.8363532976652239,0.004469602,0.0,0.0,0.22451597,0.07300647,0.8363532976652239,0.0038552627,0.0,0.0,0.2455171,0.3838952,0.8363532976652239,0.0020653754,0.0,0.0,0.21917118,0.07877883,0.8363532976652239,0.001206202,0.0,0.0
63,0.2430009,0.12585314,0.9131256417126306,0.0055132746,1.4278768e-11,7.254535203753389e-11,0.22911589,0.1253711,0.9131256417126306,0.004535441,2.8868827e-11,7.254535203753389e-11,0.24938513,0.39130425,0.9131256417126306,0.0024338504,1.7329903e-11,7.254535203753389e-11,0.2247167,0.13185474,0.9131256417126306,0.0013928647,1.5694532e-11,7.254535203753389e-11
64,0.24595833,0.17828466,0.9898979857600363,0.0072870855,5.55217e-10,2.8011124265053417e-09,0.2331328,0.17773616,0.9898979857600363,0.0054456596,1.1319621e-09,2.8011124265053417e-09,0.2526984,0.39871305,0.9898979857600363,0.0030011968,6.68425e-10,2.8011124265053417e-09,0.22961469,0.1849304,0.9898979857600363,0.001643079,6.0917577e-10,2.8011124265053417e-09
65,0.24840687,0.2307162,1.066670329807443,0.011214297,0.07248542,0.016196196722903667,0.23660956,0.23010078,1.066670329807443,0.006771015,0.065716945,0.016196196722903667,0.25545764,0.40612215,1.066670329807443,0.0040695686,0.0011755662,0.016196196722903667,0.23390205,0.23800631,1.066670329807443,0.002008335,0.10721955,0.016196196722903667
66,0.25036097,0.24517964,1.1434426738548495,0.02617493,0.44267228,0.042167335743397025,0.23957446,0.2449836,1.1434426738548495,0.00895847,0.44614324,0.042167335743397025,0.25765118,0.41963693,1.1434426738548495,0.0069517316,0.0016194456,0.042167335743397025,0.23760088,0.24557148,1.1434426738548495,0.0026116339,0.41246137,0.042167335743397025
67,0.25189072,0.25442243,1.2202150179022562,0.4446332,1.2766891e-09,6.450518154628525e-09,0.24204399,0.2534559,1.2202150179022562,0.013321693,2.6086708e-09,6.450518154628525e-09,0.25927204,0.5638315,1.2202150179022562,0.024557553,1.5047137e-09,6.450518154628525e-09,0.24072024,0.25317407,1.2202150179022562,0.0038099783,1.4018253e-09,6.450518154628525e-09
68,0.25562686,0.2636657,1.2969873619496628,0.016047645,6.313684e-10,3.209728842979972e-09,0.24402608,0.26192868,1.2969873619496628,0.025069056,1.2800513e-09,3.209728842979972e-09,0.260473,0.70802605,1.2969873619496628,0.4712016,7.576602e-10,3.209728842979972e-09,0.24325936,0.2607766,1.2969873619496628,0.0069984724,6.9407036e-10,3.209728842979972e-09
69,0.26570204,0.27290848,1.3737597059970694,0.00093058427,5.5319277e-10,2.820946175258011e-09,0.24553505,0.27040097,1.3737597059970694,0.07806107,1.1182708e-09,2.820946175258011e-09,0.26834235,0.8522208,1.3737597059970694,0.00085302826,6.6892747e-10,2.820946175258011e-09,0.24522345,0.26837918,1.3737597059970694,0.021219864,6.083896e-10,2.820946175258011e-09
70,0.28472528,0.28215176,1.450532050044476,0.00047820032,7.5221934e-10,3.857973697194189e-09,0.2469843,0.27887374,1.450532050044476,0.36768338,1.5147326e-09,3.857973697194189e-09,0.2852891,0.9964187,1.450532050044476,0.0003325994,9.1368085e-10,3.857973697194189e-09,0.24701585,0.27598202,1.450532050044476,0.48685053,8.2768215e-10,3.857973697194189e-09
71,0.31454605,0.291395,1.5273043940918827,0.00033129432,1.475825e-09,7.70528056265476e-09,0.2517233,0.28734604,1.5273043940918827,0.006312378,2.9389045e-09,7.70528056265476e-09,0.3132209,1.1406167,1.5273043940918827,0.00022607225,1.7881941e-09,7.70528056265476e-09,0.25214967,0.28358486,1.5273043940918827,0.003932737,1.6251008e-09,7.70528056265476e-09
72,0.36549014,0.3006378,1.6040767381392884,0.00022837725,4.4372546e-09,2.507651890316958e-08,0.25965455,0.29581878,1.6040767381392884,0.0014748481,8.4807095e-09,2.507651890316958e-08,0.3607969,1.2848146,1.6040767381392884,0.000158303,5.207042e-09,2.507651890316958e-08,0.26071298,0.29118767,1.6040767381392884,0.00067539857,4.883537e-09,2.507651890316958e-08
73,0.46975768,0.30988106,1.680849082186695,0.00015007642,0.022682965,0.21898908649470766,0.27242386,0.3042911,1.680849082186695,0.0008533556,0.025608657,0.21898908649470766,0.45287237,1.4290125,1.680849082186695,0.00010886108,0.032547418,0.21898908649470766,0.27370444,0.2987905,1.680849082186695,0.00037613302,0.022057468,0.21898908649470766
74,0.74512506,0.38044727,1.7576214262341017,0.00011978174,0.0038754838,0.0647705795358456,0.2935833,0.37374514,1.7576214262341017,0.00057720504,0.0041779503,0.0647705795358456,0.6655251,1.6698356,1.7576214262341017,8.6710876e-05,0.013619441,0.0647705795358456,0.29345694,1.1055392,1.7576214262341017,0.00026792166,0.013501484,0.0647705795358456
75,0.9621856,0.575626,1.8343937702815083,0.00022769927,7.2177637e-09,5.2073118326514674e-08,0.3314686,0.5706867,1.8343937702815083,0.0003859524,1.2048232e-08,5.2073118326514674e-08,0.88727665,1.742742,1.8343937702815083,0.00013386006,9.205542e-09,5.2073118326514674e-08,0.32427293,1.2371926,1.8343937702815083,0.00020037836,8.6409475e-09,5.2073118326514674e-08
76,1.0466603,0.7708048,1.911166114328915,0.0005486273,5.5429674e-09,3.4718788818562754e-08,0.4156862,0.7676273,1.911166114328915,0.00023684482,9.796731e-09,3.4718788818562754e-08,0.98358035,1.8156483,1.911166114328915,0.00027427115,6.6646733e-09,3.4718788818562754e-08,0.37632886,1.3688476,1.911166114328915,0.00014789135,6.0807905e-09,3.4718788818562754e-08
77,1.0956202,0.96598357,1.9879384583763215,0.0013765702,8.553473e-09,5.437956296267851e-08,0.76664716,0.96456796,1.9879384583763215,0.0001575454,1.534124e-08,5.437956296267851e-08,1.0400184,1.8885546,1.9879384583763215,0.00054713484,9.715927e-09,5.437956296267851e-08,0.48166436,1.5005027,1.9879384583763215,0.000105982355,8.493152e-09,5.437956296267851e-08
78,1.1326082,1.1611556,2.064710802423728,0.0029748876,0.014016873,0.09509751504854438,1.0107266,1.1615081,2.064710802423728,0.00036348446,0.0140392585,0.09509751504854438,1.0822415,1.961461,2.064710802423728,0.0009796387,0.018235449,0.09509751504854438,0.7528486,1.6321476,2.064710802423728,9.251248e-05,0.019561375,0.09509751504854438
79,1.1675985,1.6305634,2.141483146471135,0.00368171,0.04570144,0.1510508264011313,1.0818697,1.6308186,2.141483146471135,0.0010082545,0.045703802,0.1510508264011313,1.119236,2.0079968,2.141483146471135,0.0015793093,0.030395793,0.1510508264011313,0.95217746,1.6622787,2.141483146471135,0.00017009581,0.03507219,0.1510508264011313
80,1.2098098,1.7180505,2.2182554905185405,0.0026274296,5.569844e-09,3.11175237685515e-08,1.1227932,1.7182802,2.2182554905185405,0.0027143077,1.0551374e-08,3.11175237685515e-08,1.1561047,2.103813,2.2182554905185405,0.002321359,6.168249e-09,3.11175237685515e-08,1.0279356,1.7647953,2.2182554905185405,0.00045983391,5.3302895e-09,3.11175237685515e-08
81,1.2740868,1.8055379,2.295027834565947,0.0016861474,2.2511972e-09,1.1757718785294775e-08,1.1559976,1.8057418,2.295027834565947,0.0045063966,4.4506714e-09,1.1757718785294775e-08,1.1990111,2.199628,2.295027834565947,0.0028812655,2.5373708e-09,1.1757718785294775e-08,1.06931,1.8673122,2.295027834565947,0.0024898017,2.1420994e-09,1.1757718785294775e-08
82,1.3860726,1.893025,2.371800178613354,0.0013792699,1.7031868e-09,8.745736808190084e-09,1.1930151,1.8932034,2.371800178613354,0.0034263376,3.4179068e-09,8.745736808190084e-09,1.2633947,2.2954438,2.371800178613354,0.0027155953,1.8886661e-09,8.745736808190084e-09,1.0982308,1.9698288,2.371800178613354,0.009111575,1.5477716e-09,8.745736808190084e-09
83,1.5064211,1.9805121,2.4485725226607604,0.0019718024,2.568605e-09,1.3065559403758683e-08,1.2499238,1.9806654,2.4485725226607604,0.002018966,5.206628e-09,1.3065559403758683e-08,1.4036372,2.3912594,2.4485725226607604,0.0026485228,2.6694373e-09,1.3065559403758683e-08,1.1335675,2.0723457,2.4485725226607604,0.0010468266,2.0805746e-09,1.3065559403758683e-08
84,1.5739177,2.0679994,2.525344866708167,0.0042784302,0.041679118,0.032833462072704545,1.3710651,2.068127,2.525344866708167,0.00142515,0.041656815,0.032833462072704545,1.5436071,2.4870744,2.525344866708167,0.006687554,0.0028359734,0.032833462072704545,1.1930997,2.1748624,2.525344866708167,0.00036001657,0.012545291,0.032833462072704545
85,1.6131669,2.5558705,2.6021172107555737,0.011923812,0.007861342,0.025210262749382813,1.5317596,2.555768,2.6021172107555737,0.0020586199,0.007860819,0.025210262749382813,1.5958148,2.4888,2.6021172107555737,0.021592256,0.007651241,0.025210262749382813,1.3251215,2.1750402,2.6021172107555737,0.00019877928,0.028222196,0.025210262749382813
86,1.6421946,2.6606078,2.6788895548029803,0.01657029,6.0217903e-10,3.044455659090496e-09,1.6009717,2.6577065,2.6788895548029803,0.004762616,1.2284753e-09,3.044455659090496e-09,1.6296922,2.4905581,2.6788895548029803,0.0080306,7.417484e-10,3.044455659090496e-09,1.5072656,2.1752825,2.6788895548029803,0.00021688476,6.93254e-10,3.044455659090496e-09
87,1.674277,2.7653446,2.755661898850386,0.0063659665,0.0,0.0,1.6366168,2.7596447,2.755661898850386,0.013540119,0.0,0.0,1.669962,2.4923162,2.755661898850386,0.0025572004,0.0,0.0,1.5797791,2.175525,2.755661898850386,0.00035649122,0.0,0.0
88,1.7232075,2.870082,2.8324342428977927,0.0025983425,0.0,0.0,1.6624107,2.8615828,2.8324342428977927,0.017267812,0.0,0.0,1.733502,2.4940743,2.8324342428977927,0.001180446,0.0,0.0,1.613601,2.1757672,2.8324342428977927,0.000689792,0.0,0.0
89,1.8180825,2.974819,2.9092065869451993,0.0014834262,0.0,0.0,1.6923531,2.963521,2.9092065869451993,0.006660124,0.0,0.0,1.8503737,2.4958322,2.9092065869451993,0.0008385617,0.0,0.0,1.6332045,2.1760097,2.9092065869451993,0.0016298929,0.0,0.0
90,1.9583434,3.0795562,2.985978930992606,0.0017422532,0.0,0.0,1.7437781,3.0654595,2.985978930992606,0.0027312431,0.0,0.0,1.9560016,2.4975903,2.985978930992606,0.0012413743,0.0,0.0,1.6460803,2.176252,2.985978930992606,0.0057509947,0.0,0.0
91,2.0280478,3.1842935,3.0627512750400125,0.004106774,0.0,0.0,1.8786106,3.1673977,3.0627512750400125,0.0016189202,0.0,0.0,2.0029457,2.4993484,3.0627512750400125,0.0033894302,0.0,0.0,1.655322,2.1764941,3.0627512750400125,0.037483692,0.0,0.0
92,2.062232,3.28903,3.139523619087419,0.016627142,0.0,0.0,2.029648,3.2693362,3.139523619087419,0.0027039526,0.0,0.0,2.0264478,2.5011067,3.139523619087419,0.025655057,0.0,0.0,1.6637503,2.1767366,3.139523619087419,0.0067065367,0.0,0.0
93,2.085158,3.3937674,3.216295963134826,0.015281675,0.0,0.0,2.079411,3.3712745,3.216295963134826,0.007570216,0.0,0.0,2.0409837,2.5028648,3.216295963134826,0.010706559,0.0,0.0,1.6737564,2.1769788,3.216295963134826,0.0014498862,0.0,0.0
94,2.114586,3.4985046,3.2930683071822324,0.0029115267,0.0,0.0,2.104967,3.473213,3.2930683071822324,0.020137196,0.0,0.0,2.0569913,2.504623,3.2930683071822324,0.0017870899,0.0,0.0,1.6864578,2.1772213,3.2930683071822324,0.0004943402,0.0,0.0
95,2.1733239,3.6032417,3.369840651229638,0.00080245215,6.282743e-05,0.0005231340645434037,2.1279573,3.5751512,3.369840651229638,0.0070992927,6.242147e-05,0.0005231340645434037,2.0781066,2.506381,3.369840651229638,0.00058804057,0.0006954181,0.0005231340645434037,1.7041329,2.1774635,3.369840651229638,0.00019330083,0.0004684091,0.0005231340645434037
96,2.4534438,3.6533766,3.446612995277045,0.00040682973,0.0,0.0,2.1683733,3.6275113,3.446612995277045,0.0014950485,0.0,0.0,2.1116989,2.5085132,3.446612995277045,0.00023859255,0.0,0.0,1.7345533,2.1777918,3.446612995277045,6.403485e-05,0.0,0.0
97,2.5580978,3.7035117,3.5233853393244514,0.0069572655,0.0,0.0,2.5443532,3.679872,3.5233853393244514,0.0023562475,0.0,0.0,2.1867921,2.5106452,3.5233853393244514,0.00010560711,0.0,0.0,2.170313,2.1781201,3.5233853393244514,1.1031688e-05,0.0,0.0
98,2.6011045,3.7536464,3.600157683371858,0.0005731862,0.0,0.0,2.6159422,3.732232,3.600157683371858,0.0022578477,0.0,0.0,2.4977689,2.5127773,3.600157683371858,0.00017390562,0.0,0.0,2.1767673,2.1784487,3.600157683371858,0.0001701659,0.0,0.0
99,3.6937308,3.803781,3.6769300274192647,6.754843e-05,0.0,0.0,2.6637368,3.7845922,3.6769300274192647,0.0017453578,0.0,0.0,2.5096521,2.5149095,3.6769300274192647,0.009716571,0.0,0.0,2.1787765,2.1787767,3.6769300274192647,0.040638626,0.0,0.0
